EAR,BlinkRate,MAR,YawnRate,VerticalRatio,EyeSlope,HorizontalDiff,Fatigue
0.2758133744615203,0.0,0.01282051282051282,0.0,0.5441176470588235,2,1,0
0.2815148239703442,0.0,0.01282051282051282,0.0,0.5323741007194245,2,2,0
0.2964152488747517,0.0,0.0,0.0,0.5208333333333334,2,1,0
0.2906191460243097,0.0,0.0,0.0,0.5273972602739726,0,3,0
0.27569554829544207,0.0,0.0,0.0,0.5170068027210885,1,2,0
0.2972239020419285,0.0,0.0,0.0,0.5352112676056338,1,3,0
0.2634443845264417,0.0,0.01282051282051282,0.0,0.5428571428571428,2,2,0
0.2797417502152372,0.0,0.0125,0.0,0.5390070921985816,1,1,0
0.2900523057005308,0.0,0.0,0.0,0.5637583892617449,3,0,0
0.30759109613690605,0.0,0.007574888148133693,0.0,0.5933014354066986,4,11,0
0.273178486718126,0.0,0.0,0.0,0.5459459459459459,1,5,0
0.2324672248571577,0.0,0.0,0.0,0.5394736842105263,4,5,0
0.27398497508631114,0.0,0.0,0.0,0.6041666666666666,9,4,0
0.26909520142285526,0.0,0.0,0.0,0.5196850393700787,5,1,0
0.2491319960049519,0.0,0.014262447634628236,0.0,0.5130434782608696,1,2,0
0.21305784281547174,0.0,0.0,0.0,0.5732484076433121,0,5,0
0.2652145334813359,3.3877155266673813,0.0,0.0,0.5644171779141104,2,1,0
0.2940488941287258,3.195978367878148,0.0,0.0,0.5617283950617284,3,2,0
0.29883238766694414,3.0331550292704037,0.02173399540921557,0.0,0.5590062111801242,2,2,0
0.28936233593375016,2.8866667947548463,0.0,0.0,0.5617283950617284,2,2,0
0.27103231633340497,2.751059432022831,0.02127178149057585,0.0,0.5625,1,3,0
0.295142476757012,2.6293806473869634,0.010859306069076735,0.0,0.5493827160493827,1,3,0
0.2899342882817991,2.4739527795534584,0.0,0.0,0.5644171779141104,1,4,0
0.3136698881463904,2.3759673984705616,0.0,0.0,0.558282208588957,1,1,0
0.3132852557068728,2.2849881980796267,0.011100153405180096,0.0,0.54375,1,0,0
0.29807979245896066,2.2005197463576778,0.011100153405180096,0.0,0.5590062111801242,2,2,0
0.28477474853108503,2.1208869161751465,0.01570960559016737,0.0,0.5625,2,3,0
0.30587047395146155,2.0478416289143917,0.011108368642573443,0.0,0.559748427672956,2,1,0
0.28263579207910666,1.9797431042334088,0.011108368642573443,0.0,0.55625,2,2,0
0.29016723252802984,1.9152033560113435,0.0,0.0,0.5534591194968553,2,2,0
0.29036735972521505,1.8551593280888214,0.010869565217391304,0.0,0.55,3,1,0
0.27174752366553756,1.7993272230853683,0.0,0.0,0.5471698113207547,2,2,0
0.28543261426733646,1.7465048768814408,0.0,0.0,0.5506329113924051,2,1,0
0.2834003028025881,1.695820435793994,0.010869565217391304,0.0,0.5471698113207547,2,2,0
0.3029331659279455,1.6489988758605751,0.0,0.0,0.55625,2,1,0
0.29205163621393143,1.604533469322417,0.0,0.0,0.55,4,0,0
0.24844023744302335,1.561803725748997,0.0,0.0,0.5786163522012578,2,5,0
0.2441921026190727,1.521737491214922,0.0,0.0,0.5652173913043478,2,4,0
0.2565304934835645,1.4838960566645882,0.0,0.0,0.5590062111801242,3,3,0
0.27009461790890243,1.4472413687803942,0.0,0.0,0.48,6,16,0
0.2564907936125517,1.4128596174921102,0.012195121951219513,0.0,0.46938775510204084,5,5,0
0.2617275999040299,1.3801025041752835,0.0,0.0,0.5135135135135135,4,1,0
0.2589184989030079,1.3488475216315847,0.0,0.0,0.5714285714285714,15,28,0
0.20407767548191233,1.3185237169553554,0.0,0.0,0.4444444444444444,1,3,0
0.24313720266072514,2.5798334670278553,0.01234661995811987,0.0,0.48507462686567165,30,14,0
0.2857875083286333,2.5251120644213314,0.011785113019775792,0.0,0.5172413793103449,9,1,0
0.2854540109740761,2.4717064317063087,0.0,0.0,0.5208333333333334,4,24,0
0.25365071346948953,2.4215661031644413,0.0,0.0,0.5472972972972973,2,4,0
0.31584791571065574,2.3731164965245473,0.0,0.0,0.5714285714285714,5,14,0
0.2762123913380962,2.3262575775544283,0.0,0.0,0.6,3,3,0
0.2235035223256645,2.281507088940325,0.011627906976744186,0.0,0.5657894736842105,3,3,0
0.27723688826753135,2.238612757038303,0.023255813953488372,0.0,0.5490196078431373,5,4,0
0.26338936247303973,2.1973151268706896,0.0,0.0,0.5460526315789473,3,1,0
0.2631256578351774,2.1569040570336866,0.011627906976744186,0.0,0.5490196078431373,4,3,0
0.2759214638813299,0.0,0.0128163003962754,0.0,0.5413533834586466,3,1,0
0.23442549101298069,0.0,0.012180638428352398,0.0,0.5547445255474452,2,11,0
0.36228557842303355,17.536664644656373,0.014008295367013144,0.0,0.5877862595419847,16,12,0
0.3453848391991965,13.335607704650098,0.0,0.0,0.626984126984127,23,4,0
0.26383492242778617,10.811293915926072,0.013157894736842105,0.0,0.5182481751824818,1,5,0
0.29268855246064607,9.142271907148801,0.0,0.0,0.5746268656716418,6,12,0
0.24172707953407402,7.92138341825603,0.01315334104411641,0.0,0.5833333333333334,2,7,0
0.34703571021694435,6.99072978745905,0.0,0.0,0.4878048780487805,3,23,0
0.2746406030298284,6.256180837158722,0.04052574202187244,0.0,0.5190839694656488,1,5,0
0.29634990976853814,5.658160196077779,0.0,0.0,0.5419847328244275,9,19,0
0.22511023401023622,5.161223635706532,0.06090319214176199,0.0,0.6504065040650406,1,2,0
0.16423915378626483,4.749701117408692,0.01315334104411641,0.0,0.7241379310344828,4,4,0
0.2889398763434855,8.797797060397933,0.0,0.0,0.5955882352941176,3,13,0
0.2565404011382686,8.184987341574535,0.012496095580101535,0.0,0.49624060150375937,4,5,0
0.25805326771726217,7.656817144794115,0.0128163003962754,0.0,0.48484848484848486,5,9,0
0.24833351756238242,7.195204231036119,0.0128163003962754,0.0,0.48854961832061067,2,3,0
0.3522774539405159,6.779538720903355,0.017200522903844537,0.0,0.5267175572519084,2,28,0
0.29204173537890654,6.412109702674488,0.024382992454708537,0.0,0.5985401459854015,3,6,0
0.2672445098941175,6.085465208667736,0.0,0.0,0.5571428571428572,7,1,0
0.28248925242965117,5.789152112174245,0.0,0.0,0.5539568345323741,7,2,0
0.2554250924702609,5.517055776265272,0.0,0.0,0.5652173913043478,5,3,0
0.26385167035542423,0.0,0.024382992454708537,0.0,0.5114503816793893,1,0,0
0.23326863190746822,0.0,0.011360702676647077,0.0,0.5753424657534246,4,4,0
0.208316503412936,0.0,0.0,0.0,0.6103896103896104,0,7,0
0.2196450036782414,0.0,0.011351915229662496,0.0,0.5972222222222222,4,1,0
0.247290290476207,0.0,0.0,0.0,0.5704697986577181,2,6,0
0.25183323843573463,0.0,0.0,0.0,0.5294117647058824,3,6,0
0.20960434566874753,0.0,0.0,0.0,0.5314685314685315,5,6,0
0.33406388338132553,0.0,0.011351915229662496,0.0,0.5570469798657718,5,5,0
0.220653310856036,0.0,0.011086501753962322,0.0,0.581081081081081,8,1,0
0.24366155611750556,5.602116664817535,0.0,0.0,0.5592105263157895,5,6,0
0.27160702982429386,5.121160575513726,0.0,0.0,0.5704697986577181,5,5,0
0.23090346835290912,4.715708491623263,0.0,0.0,0.5472972972972973,4,5,0
0.2337623737879469,4.37003573726514,0.2619047619047619,0.0,0.5359477124183006,4,5,0
0.24348156229704498,4.065916190809292,0.1178794786228854,0.0,0.54,7,4,0
0.2572423682989279,3.8066497035667664,0.0,0.0,0.5578231292517006,6,5,0
0.2898777729881971,3.576440926662524,0.2205343211762961,0.0,0.5454545454545454,1,2,0
0.2767843061097883,3.3719998541639393,0.0,0.0,0.54421768707483,3,18,0
0.2779001526654824,6.379416592112661,0.011363636363636364,0.0,0.6133333333333333,0,4,0
0.28232710679826734,6.04273361003897,0.0,0.0,0.65,4,10,0
0.31140973035480135,8.61722361267271,0.10517675596265046,0.0,0.5874125874125874,17,34,0
0.33840700557803705,8.221983833579209,0.0128163003962754,0.0,0.5374149659863946,4,21,0
0.2868486030899474,7.858517139968562,0.03571428571428571,0.0,0.5228758169934641,1,7,0
0.22629994780493484,7.52361332721884,0.18599622199011084,0.0,0.5231788079470199,4,8,0
0.2849891465789489,7.218456568878706,0.18599622199011084,0.0,0.525974025974026,2,8,0
0.2984670498224804,6.939016912421022,0.31872888903320234,0.0,0.5133333333333333,2,7,0
0.28063874775049547,6.679772553826082,0.2448437729853418,0.0,0.5231788079470199,0,7,0
0.24217608586911837,6.434005630463288,0.2803170191384771,0.0,0.5228758169934641,1,6,0
0.29417202368704076,8.279872369115777,0.011360702676647077,0.0,0.5266666666666666,0,6,0
0.2845565909689053,8.003541924413529,0.24361276856704797,0.0,0.5231788079470199,1,6,0
0.26840854199970576,7.739426456697505,0.29216897501487465,0.0,0.525974025974026,2,6,0
0.24855412699796298,7.495235792911048,0.1584894509556055,0.0,0.52,4,15,0
0.36446884420653736,7.266830311539735,0.2705053693767583,0.0,0.5302013422818792,10,32,0
0.2426078395735823,7.047064201742287,0.011111111111111112,0.0,0.5483870967741935,4,2,0
0.24686128553645137,6.845641297257826,0.04058124635989805,0.0,0.6078431372549019,12,2,0
0.2947563315719751,6.6541936900703,0.011351915229662496,0.0,0.5592105263157895,10,13,0
0.33258770794116266,8.091352113555304,0.0,0.0,0.5496688741721855,8,10,0
0.2831407611625496,7.873647664336451,0.10714285714285714,0.0,0.532051282051282,3,7,0
0.28714279185193914,9.206274973009467,0.011904761904761904,0.0,0.5816993464052288,2,6,0
0.3905418267168479,8.974357749087241,0.08000663158256324,0.0,0.6266666666666667,16,10,0
0.30106069615760334,10.209009491573088,0.011901388973144479,0.0,0.5308641975308642,5,3,0
0.24190381718822235,9.964268614333307,0.25,0.0,0.5290322580645161,3,8,0
0.28849446580887605,9.732111162433679,0.23255813953488372,0.0,0.5448717948717948,3,9,0
